5.0,248088
4.0,167112
3.0,208192
0.0,34411
5.0,295144
6.0,278592
4.0,209376
7.0,351504
0.0,81914
8.0,341160
3.0,173104
0.0,76049
8.0,323944
2.0,49224
6.0,296544
6.0,312752
1.0,131840
4.0,196680
3.0,187304
8.0,358720
1.0,48288
9.0,438181
2.0,123136
3.0,144416
6.0,250632
7.0,331520
3.0,169248
4.0,135584
9.0,430709
10.0,483485
6.0,290960
8.0,331128
10.0,487709
4.0,151648
4.0,190232
1.0,134856
2.0,100768
5.0,300896
3.0,200920
2.0,94096
5.0,305128
9.0,465381
8.0,403274
6.0,279992
5.0,225224
3.0,182624
9.0,454021
1.0,114856
6.0,291816
3.0,135904
9.0,435165
6.0,307784
0.0,61281
8.0,328040
4.0,147688
0.0,10742
2.0,111296
3.0,154264
8.0,337176
1.0,45208
10.0,482661
1.0,82368
6.0,230680
7.0,373426
1.0,102872
0.0,34245
6.0,314328
7.0,330744
0.0,56359
0.0,24390
1.0,120680
4.0,212000
0.0,7032
6.0,281952
6.0,263472
7.0,342824
10.0,457189
8.0,374954
7.0,318352
8.0,379322
2.0,130448
10.0,433037
9.0,475165
3.0,163016
5.0,256192
2.0,101544
8.0,354312
4.0,142744
5.0,232784
3.0,218168
0.0,42784
2.0,108696
6.0,301320
4.0,152552
5.0,271304
0.0,72278
9.0,443157
0.0,72427
6.0,226992
4.0,140672
9.0,434325
2.0,51248
10.0,427973
9.0,488157
4.0,138792
6.0,259920
9.0,484693
10.0,450749
3.0,159336
7.0,340680
9.0,451045
7.0,320144
1.0,49216
1.0,46088
0.0,63428
9.0,411221
9.0,432509
2.0,63960
7.0,363130
6.0,294448
7.0,377482
8.0,319744
7.0,328464
2.0,52032
9.0,494397
5.0,312352
5.0,253240
3.0,184784
9.0,472293
1.0,62656
3.0,145416
5.0,228472
7.0,361158
1.0,73448
4.0,163560
3.0,152096
7.0,317560
10.0,456245
1.0,119656
5.0,227520
7.0,365602
1.0,87232
10.0,447717
8.0,324792
9.0,436189
2.0,99344
1.0,79120
9.0,420493
