Timestamp,Video Label,Filename,Class Index
1750532705,OK Sign (Close),Okclose2.mp4,2
1750532719,Prong Gesture (Close),Prongclose2.mp4,3
1750532732,Close Hand,Handclose2.mp4,1
1750532746,Prong Gesture (Close),Prongclose2.mp4,3
1750532759,Close Hand,Handclose2.mp4,1
1750532772,OK Sign (Close),Okclose2.mp4,2
1750532786,OK Sign (Close),Okclose2.mp4,2
1750532800,Close Hand,Handclose2.mp4,1
1750532813,Prong Gesture (Close),Prongclose2.mp4,3
1750532826,Prong Gesture (Close),Prongclose2.mp4,3
1750532840,Close Hand,Handclose2.mp4,1
1750532853,OK Sign (Close),Okclose2.mp4,2
1750532867,Close Hand,Handclose2.mp4,1
1750532880,OK Sign (Close),Okclose2.mp4,2
1750532924,Prong Gesture (Close),Prongclose2.mp4,3
1750532937,Close Hand,Handclose2.mp4,1
1750532950,OK Sign (Close),Okclose2.mp4,2
1750532964,Prong Gesture (Close),Prongclose2.mp4,3
1750532978,OK Sign (Close),Okclose2.mp4,2
1750532991,Close Hand,Handclose2.mp4,1
1750533005,Prong Gesture (Close),Prongclose2.mp4,3
1750533018,OK Sign (Close),Okclose2.mp4,2
1750533032,Prong Gesture (Close),Prongclose2.mp4,3
1750533045,Close Hand,Handclose2.mp4,1
1750533058,OK Sign (Close),Okclose2.mp4,2
1750533072,Prong Gesture (Close),Prongclose2.mp4,3
1750533086,Close Hand,Handclose2.mp4,1
1750533099,OK Sign (Close),Okclose2.mp4,2
1750533143,Close Hand,Handclose2.mp4,1
1750533156,Prong Gesture (Close),Prongclose2.mp4,3
1750533169,Prong Gesture (Close),Prongclose2.mp4,3
1750533183,OK Sign (Close),Okclose2.mp4,2
1750533197,Close Hand,Handclose2.mp4,1
1750533210,Prong Gesture (Close),Prongclose2.mp4,3
1750533223,OK Sign (Close),Okclose2.mp4,2
1750533237,Close Hand,Handclose2.mp4,1
1750533250,OK Sign (Close),Okclose2.mp4,2
1750533264,Close Hand,Handclose2.mp4,1
1750533277,Prong Gesture (Close),Prongclose2.mp4,3
1750533290,Prong Gesture (Close),Prongclose2.mp4,3
1750533304,OK Sign (Close),Okclose2.mp4,2
1750533318,Close Hand,Handclose2.mp4,1
1750533361,Close Hand,Handclose2.mp4,1
1750533374,Prong Gesture (Close),Prongclose2.mp4,3
1750533388,OK Sign (Close),Okclose2.mp4,2
1750533402,Close Hand,Handclose2.mp4,1
1750533415,OK Sign (Close),Okclose2.mp4,2
1750533428,Prong Gesture (Close),Prongclose2.mp4,3
1750533442,Prong Gesture (Close),Prongclose2.mp4,3
1750533455,Close Hand,Handclose2.mp4,1
1750533468,OK Sign (Close),Okclose2.mp4,2
1750533482,OK Sign (Close),Okclose2.mp4,2
1750533496,Close Hand,Handclose2.mp4,1
1750533509,Prong Gesture (Close),Prongclose2.mp4,3
1750533523,OK Sign (Close),Okclose2.mp4,2
1750533536,Prong Gesture (Close),Prongclose2.mp4,3
1750533580,Close Hand,Handclose2.mp4,1
1750533593,Close Hand,Handclose2.mp4,1
1750533606,Prong Gesture (Close),Prongclose2.mp4,3
1750533620,OK Sign (Close),Okclose2.mp4,2
1750533634,Prong Gesture (Close),Prongclose2.mp4,3
1750533647,Close Hand,Handclose2.mp4,1
1750533660,OK Sign (Close),Okclose2.mp4,2
1750533674,OK Sign (Close),Okclose2.mp4,2
1750533688,Close Hand,Handclose2.mp4,1
1750533701,Prong Gesture (Close),Prongclose2.mp4,3
1750533714,OK Sign (Close),Okclose2.mp4,2
1750533728,Close Hand,Handclose2.mp4,1
1750533741,Prong Gesture (Close),Prongclose2.mp4,3
1750533755,Close Hand,Handclose2.mp4,1
