3.0,395006
2.0,164038
6.0,674532
1.0,297182
10.0,895638
9.0,963182
3.0,471110
4.0,456070
7.0,765062
10.0,917726
6.0,507886
7.0,699508
10.0,1070982
9.0,924174
10.0,968294
6.0,588308
1.0,220902
1.0,142982
8.0,817643
9.0,892150
7.0,780015
7.0,740974
1.0,155318
8.0,848651
9.0,991310
2.0,159854
4.0,389382
2.0,139230
3.0,452478
6.0,621900
8.0,683956
2.0,277038
6.0,619404
2.0,239062
8.0,813587
4.0,385334
8.0,834035
3.0,371510
7.0,811115
0.0,62711
10.0,887902
1.0,171350
2.0,201302
9.0,883446
9.0,1036718
3.0,322222
9.0,996974
1.0,283390
5.0,554118
7.0,819147
1.0,291870
4.0,367654
8.0,822739
0.0,101032
3.0,348558
1.0,204862
0.0,32331
4.0,354662
3.0,390862
0.0,71026
9.0,949950
4.0,441406
5.0,532990
1.0,271758
8.0,741326
10.0,882206
6.0,602324
10.0,1004790
10.0,937726
9.0,1070190
1.0,180198
4.0,486734
4.0,364414
5.0,519126
3.0,355398
9.0,1025702
9.0,888198
1.0,173270
4.0,347118
10.0,970606
3.0,352206
10.0,957902
10.0,901350
0.0,20377
2.0,218702
3.0,317246
9.0,932222
2.0,189350
1.0,239798
9.0,1071758
3.0,436342
7.0,736366
9.0,990086
2.0,210126
7.0,786214
2.0,263854
10.0,1073846
6.0,611820
0.0,102215
8.0,818603
1.0,174158
8.0,686372
9.0,1040198
9.0,933118
2.0,158894
9.0,1035086
7.0,731694
5.0,501966
3.0,324422
4.0,373414
9.0,977790
10.0,952806
4.0,360166
3.0,340286
4.0,350790
5.0,504782
0.0,108352
5.0,524238
4.0,323974
4.0,403358
3.0,350110
10.0,1062110
3.0,357510
3.0,438286
8.0,827179
10.0,914790
10.0,880254
2.0,222246
0.0,125712
7.0,854835
6.0,504126
8.0,804475
3.0,459318
4.0,322750
6.0,561822
2.0,213142
2.0,149006
0.0,118242
6.0,582342
4.0,331654
0.0,50809
10.0,909006
10.0,971830
8.0,800771
2.0,181246
1.0,249758
10.0,927966
9.0,1005390
7.0,675252
5.0,502790
1.0,197214
9.0,1055222
6.0,537190
0.0,74491
3.0,462078
4.0,386678
3.0,455526
0.0,71692
6.0,547942
0.0,69462
5.0,567078
9.0,958518
5.0,587942
1.0,278006
10.0,1038462
10.0,962614
7.0,716668
5.0,600516
6.0,519638
1.0,191166
9.0,855203
0.0,73334
10.0,906262
1.0,205942
3.0,380926
2.0,228694
3.0,485822
7.0,698636
6.0,551958
8.0,744734
6.0,629524
4.0,371022
6.0,508678
0.0,33585
10.0,935814
9.0,953454
10.0,935150
1.0,238326
1.0,226638
9.0,1023438
10.0,1028574
10.0,863441
0.0,89957
6.0,657500
5.0,498478
1.0,242678
10.0,893822
3.0,323478
6.0,506062
2.0,141254
10.0,1063366
10.0,951630
3.0,368110
4.0,458694
9.0,1030974
4.0,462982
4.0,319462
6.0,585974
8.0,765598
0.0,34228
6.0,498870
7.0,721170
6.0,540846
7.0,748974
6.0,571326
5.0,577246
7.0,722110
1.0,147910
9.0,1001886
6.0,605652
1.0,218102
0.0,48956
1.0,178374
9.0,1062758
10.0,869422
9.0,941966
2.0,151982
9.0,971262
5.0,621300
9.0,1074566
0.0,56441
7.0,766203
2.0,225838
9.0,893174
7.0,684436
10.0,932678
9.0,873478
8.0,764750
9.0,898134
9.0,935510
0.0,116369
8.0,795842
6.0,580694
1.0,203710
8.0,814643
6.0,644844
1.0,251478
5.0,536566
10.0,973094
10.0,1040806
7.0,781438
10.0,912774
3.0,373694
4.0,330462
6.0,606900
6.0,568558
2.0,214398
10.0,926006
7.0,683628
9.0,875902
0.0,63541
2.0,250614
7.0,692364
3.0,409862
7.0,778871
7.0,833435
9.0,973798
5.0,591508
1.0,200798
3.0,365686
4.0,474134
9.0,877214
10.0,867030
9.0,868318
10.0,903630
3.0,359206
4.0,384502
8.0,742350
9.0,938174
3.0,349254
7.0,846443
1.0,184606
7.0,702836
2.0,174710
8.0,701172
8.0,703332
5.0,586422
10.0,1043278
7.0,825483
7.0,738782
0.0,71127
4.0,396918
1.0,183622
0.0,51364
7.0,700692
9.0,1075934
4.0,347990
8.0,750750
1.0,307822
6.0,642932
4.0,395422
7.0,687700
8.0,829403
8.0,743406
5.0,645956
4.0,483534
3.0,373014
8.0,694116
7.0,728838
9.0,900070
3.0,370702
9.0,1029198
0.0,131290
6.0,569598
3.0,388198
9.0,1003126
2.0,244766
7.0,792706
5.0,528310
1.0,189702
2.0,147494
6.0,499854
2.0,176678
2.0,260534
9.0,1041574
4.0,429246
2.0,223222
2.0,287422
4.0,360734
6.0,566550
4.0,379254
8.0,819723
7.0,803931
2.0,179710
3.0,329974
10.0,913710
2.0,289134
10.0,861742
2.0,227334
7.0,715740
10.0,1055862
10.0,857099
8.0,843099
3.0,451254
2.0,275382
6.0,615412
2.0,142038
8.0,810755
2.0,273782
9.0,869126
2.0,202030
9.0,1006470
4.0,324870
2.0,297966
10.0,862774
10.0,1036134
6.0,559462
8.0,788286
7.0,814075
8.0,698164
9.0,1037862
9.0,1043894
10.0,1033102
1.0,143622
8.0,740326
8.0,785598
3.0,326334
6.0,638932
3.0,494134
2.0,292510
6.0,558214
7.0,834571
2.0,152982
0.0,14101
1.0,186814
3.0,360006
10.0,885862
5.0,521190
1.0,286718
8.0,850179
5.0,533982
6.0,495462
9.0,968918
1.0,276254
1.0,153558
9.0,1012830
6.0,613044
3.0,346334
10.0,993110
2.0,310582
9.0,856667
7.0,839707
4.0,452006
8.0,708444
3.0,377150
9.0,970038
5.0,578758
2.0,207318
0.0,54111
6.0,592972
1.0,281526
4.0,375254
0.0,48239
0.0,93986
2.0,190774
7.0,773547
1.0,228078
0.0,94427
5.0,506590
0.0,100063
4.0,361814
10.0,1064718
8.0,718732
3.0,492542
3.0,389926
10.0,896702
7.0,849411
7.0,701748
7.0,723974
0.0,122074
10.0,857878
4.0,358646
2.0,285798
6.0,590108
7.0,805091
6.0,538270
9.0,894142
7.0,712764
5.0,562486
8.0,722686
5.0,535294
5.0,634036
8.0,845819
6.0,670236
7.0,806299
5.0,570902
4.0,437350
1.0,269302
8.0,852963
9.0,900542
5.0,549686
7.0,734454
4.0,374110
3.0,316534
2.0,167438
1.0,170246
8.0,696204
10.0,918750
5.0,539734
1.0,139534
8.0,678828
4.0,408878
2.0,187206
2.0,135606
10.0,1027350
10.0,1053254
4.0,371862
4.0,439294
10.0,1023974
2.0,205326
2.0,150470
3.0,428238
1.0,206918
9.0,857475
0.0,61663
7.0,775519
10.0,1072390
7.0,714860
9.0,1042718
7.0,796546
5.0,520254
7.0,688476
8.0,786734
4.0,399806
3.0,342150
10.0,963742
3.0,336534
5.0,505646
2.0,162910
5.0,669300
2.0,196062
9.0,910902
9.0,929502
8.0,847123
6.0,501542
1.0,234014
9.0,1024622
5.0,620060
7.0,745454
4.0,412718
4.0,325878
10.0,894718
4.0,433494
9.0,871382
5.0,548958
7.0,743062
7.0,696596
4.0,418646
4.0,484990
10.0,946998
10.0,950478
9.0,872262
6.0,565694
10.0,899702
2.0,198702
3.0,378670
8.0,838987
5.0,551542
9.0,1000606
7.0,785054
5.0,671428
5.0,526198
4.0,329478
9.0,1004278
1.0,191966
10.0,990654
2.0,231262
5.0,608756
2.0,172782
2.0,157670
7.0,767294
10.0,883982
0.0,55510
10.0,870110
10.0,888638
1.0,236350
9.0,922310
7.0,791330
9.0,918230
10.0,909958
7.0,690756
5.0,516838
6.0,514982
8.0,737982
0.0,108495
8.0,705468
5.0,599292
3.0,344190
4.0,339758
0.0,76756
6.0,547190
2.0,248838
9.0,914374
0.0,81434
9.0,910398
5.0,627628
5.0,570158
3.0,386022
4.0,390318
7.0,679316
10.0,867854
2.0,308462
3.0,328150
7.0,817091
1.0,196438
9.0,964350
9.0,1068774
8.0,755982
5.0,538790
4.0,470598
9.0,947662
4.0,494846
6.0,587550
10.0,1069478
1.0,215966
7.0,836891
5.0,613652
10.0,989350
5.0,495230
3.0,469966
1.0,144310
7.0,807571
9.0,972414
0.0,83097
8.0,777167
9.0,1017678
2.0,314598
0.0,53725
7.0,827723
1.0,164742
0.0,104626
5.0,514270
7.0,695764
6.0,522558
2.0,143294
10.0,886750
9.0,940734
0.0,15868
2.0,284038
7.0,852243
1.0,195686
9.0,869806
1.0,288414
7.0,832227
4.0,387686
0.0,33963
8.0,784447
6.0,520638
2.0,160822
10.0,1047894
2.0,215350
3.0,361598
6.0,610572
3.0,480038
9.0,931438
1.0,221846
1.0,135214
2.0,233326
0.0,78358
0.0,50144
3.0,318518
1.0,138102
9.0,1050918
7.0,774495
7.0,686036
9.0,891030
3.0,333094
1.0,145022
10.0,944846
9.0,979190
10.0,1010574
3.0,347534
2.0,224262
8.0,767796
10.0,1051934
3.0,476046
6.0,573534
10.0,892766
4.0,380470
8.0,808091
1.0,176230
7.0,732590
9.0,909398
2.0,208254
2.0,294694
10.0,1016990
5.0,650100
2.0,206406
1.0,290062
2.0,241926
3.0,364054
9.0,955854
1.0,145990
5.0,540454
4.0,391246
5.0,605124
10.0,980974
5.0,548270
10.0,986478
2.0,200342
6.0,625708
4.0,316270
8.0,736822
8.0,768781
1.0,246734
6.0,599828
5.0,637900
0.0,119899
10.0,1020566
9.0,1046262
1.0,229358
9.0,1027990
8.0,728310
6.0,590980
1.0,158366
7.0,771508
0.0,131237
7.0,793986
10.0,870926
5.0,568062
10.0,866238
10.0,884910
4.0,477838
8.0,712092
4.0,459966
9.0,1019950
0.0,7735
10.0,997590
6.0,624492
2.0,194158
1.0,198230
3.0,393942
6.0,666028
3.0,457982
0.0,122364
8.0,676180
1.0,213798
5.0,588892
5.0,545430
6.0,626964
10.0,999958
10.0,987814
4.0,466750
5.0,574030
9.0,975294
2.0,138302
5.0,582358
3.0,398174
3.0,341182
8.0,790690
4.0,377830
1.0,151534
9.0,897054
3.0,463678
1.0,273054
0.0,88450
7.0,708844
7.0,826587
2.0,138126
2.0,280486
5.0,558718
4.0,321302
5.0,542110
4.0,427206
9.0,862238
8.0,779447
7.0,724750
2.0,305078
5.0,546830
2.0,144694
2.0,257038
3.0,369062
6.0,525534
9.0,937246
5.0,560534
10.0,897734
9.0,1032534
6.0,539166
9.0,927470
5.0,555254
4.0,422678
0.0,132293
7.0,835763
8.0,789482
2.0,282366
3.0,399038
9.0,903142
5.0,612452
4.0,388654
2.0,199510
6.0,495982
10.0,1019286
0.0,85057
0.0,46749
10.0,1037222
0.0,124000
9.0,965502
10.0,985110
6.0,574510
9.0,994782
6.0,601124
2.0,139750
3.0,472262
2.0,197590
10.0,1015862
6.0,598716
2.0,224990
4.0,366062
5.0,511022
9.0,1065550
8.0,695132
10.0,872806
7.0,730622
10.0,953982
3.0,315206
1.0,245406
1.0,219094
6.0,663892
10.0,943662
8.0,805651
6.0,614212
6.0,524566
9.0,995814
9.0,960846
2.0,216502
5.0,546118
2.0,211166
9.0,952254
8.0,754582
10.0,933502
1.0,140782
0.0,10156
1.0,142358
3.0,407958
2.0,184102
7.0,723142
7.0,777711
4.0,431430
2.0,183158
8.0,830531
0.0,127839
4.0,357910
5.0,544534
8.0,841835
8.0,699052
8.0,677140
3.0,360990
0.0,129753
10.0,934286
4.0,348798
2.0,166366
4.0,471766
5.0,508342
5.0,525166
2.0,272374
1.0,214958
8.0,797250
1.0,201830
8.0,709532
8.0,688052
6.0,582758
10.0,996374
3.0,465710
1.0,150798
1.0,298910
4.0,366958
4.0,334734
4.0,383038
5.0,667124
10.0,956390
0.0,1565
6.0,653284
7.0,693404
4.0,318142
1.0,212758
0.0,3858
2.0,165294
4.0,357078
2.0,168454
0.0,44999
3.0,354046
2.0,175614
8.0,763286
0.0,125961
7.0,681932
10.0,941078
9.0,936278
10.0,1039598
6.0,531102
2.0,303246
6.0,586774
8.0,783394
7.0,747718
10.0,977070
4.0,370238
10.0,945790
9.0,1057750
3.0,419630
1.0,295518
10.0,995358
2.0,246046
8.0,815619
2.0,209118
1.0,300846
6.0,648948
1.0,211774
1.0,193782
5.0,580206
8.0,681428
7.0,828843
1.0,285046
4.0,359894
3.0,376158
9.0,1053966
2.0,240526
8.0,769894
5.0,569230
9.0,886206
9.0,884342
10.0,910910
1.0,167982
5.0,617372
10.0,998854
7.0,735494
10.0,942486
0.0,62911
1.0,259598
4.0,369462
0.0,23179
1.0,159374
7.0,847747
0.0,133363
3.0,351198
6.0,521742
6.0,620716
5.0,656428
0.0,82782
10.0,964886
2.0,190078
9.0,998286
9.0,951118
5.0,575134
10.0,966006
3.0,396190
7.0,795202
10.0,1003654
10.0,1060838
8.0,758494
8.0,730118
4.0,336062
1.0,190478
7.0,756526
8.0,731038
2.0,235246
10.0,883054
3.0,391694
0.0,1051
0.0,4448
5.0,617524
1.0,207822
8.0,748198
8.0,760006
3.0,423806
2.0,237518
10.0,1059606
1.0,161334
6.0,591916
0.0,27957
8.0,793306
4.0,345838
9.0,983126
5.0,587198
3.0,400374
2.0,203070
3.0,468758
4.0,450838
9.0,863070
8.0,751886
3.0,392918
0.0,5239
2.0,182318
6.0,517278
0.0,23218
2.0,220398
3.0,366550
0.0,49470
8.0,816619
0.0,97904
1.0,225006
0.0,54076
2.0,173694
1.0,160342
0.0,110120
7.0,853571
5.0,641956
6.0,511702
0.0,71230
6.0,577790
5.0,522222
10.0,930062
0.0,74242
6.0,589276
5.0,623804
0.0,49253
10.0,908086
4.0,344854
2.0,170790
3.0,403878
7.0,812075
7.0,831067
8.0,682260
4.0,349654
9.0,919294
8.0,831667
4.0,381734
4.0,317542
8.0,826075
5.0,509094
9.0,915398
8.0,735870
8.0,726270
0.0,57176
8.0,727310
7.0,710260
0.0,87838
4.0,425014
6.0,608116
9.0,1061518
2.0,151166
2.0,193390
4.0,452982
5.0,625124
1.0,232430
9.0,904038
4.0,342694
8.0,794570
8.0,687204
9.0,1016470
6.0,672388
5.0,541310
2.0,146454
7.0,755286
7.0,762214
0.0,101045
7.0,729718
7.0,705028
8.0,692908
0.0,48232
3.0,487478
0.0,119436
2.0,155710
7.0,689924
0.0,53021
7.0,824275
4.0,356118
0.0,66169
8.0,716212
7.0,808739
4.0,336990
8.0,854235
1.0,217142
6.0,659596
1.0,147022
0.0,126015
5.0,566094
5.0,513166
0.0,124220
0.0,76513
10.0,881286
0.0,97716
7.0,850819
4.0,353654
9.0,874670
2.0,219566
5.0,611204
1.0,140102
2.0,178782
1.0,304318
5.0,652260
6.0,545718
8.0,688820
0.0,88509
9.0,1060294
4.0,480774
7.0,706924
0.0,94881
1.0,293830
0.0,73082
9.0,959662
8.0,685556
6.0,575630
10.0,924838
9.0,907614
9.0,887150
5.0,497526
5.0,614844
2.0,255366
1.0,172374
1.0,187886
7.0,799103
0.0,108416
9.0,880726
3.0,432446
1.0,179334
7.0,802691
0.0,88220
0.0,34849
8.0,809363
10.0,1049070
1.0,306110
3.0,467470
9.0,896030
8.0,836339
0.0,894
7.0,760614
0.0,77103
8.0,732958
4.0,435382
8.0,801987
5.0,662900
5.0,501158
10.0,1075206
9.0,1073254
10.0,868814
7.0,821171
2.0,268462
10.0,931846
8.0,724318
0.0,97318
4.0,447950
7.0,726918
5.0,529454
0.0,60957
6.0,543278
8.0,746950
1.0,165862
0.0,133695
1.0,244062
7.0,783938
10.0,978438
8.0,823779
10.0,877990
7.0,713852
0.0,7656
2.0,306838
3.0,460734
1.0,181646
6.0,555878
1.0,256238
6.0,570534
6.0,579414
10.0,921902
7.0,697644
3.0,315910
9.0,863865
6.0,596356
4.0,333710
4.0,482102
9.0,992550
