10.0,407861
5.0,271304
6.0,312752
10.0,413424
0.0,67215
4.0,171728
4.0,180728
4.0,212000
2.0,115320
2.0,81792
1.0,82368
9.0,413848
5.0,292480
2.0,132240
4.0,221040
9.0,474157
7.0,333392
7.0,374442
10.0,492469
2.0,67664
4.0,176112
5.0,274528
2.0,107584
7.0,346912
8.0,319744
8.0,347328
0.0,50697
7.0,385442
1.0,49216
6.0,247272
8.0,339040
1.0,84152
10.0,449685
1.0,129088
2.0,113064
8.0,358720
0.0,40116
2.0,110336
9.0,470325
9.0,421365
2.0,72904
5.0,287456
7.0,371682
10.0,420909
6.0,230680
2.0,57488
1.0,50096
6.0,225456
2.0,116400
10.0,485133
6.0,274936
9.0,460381
6.0,229848
9.0,453125
4.0,161688
7.0,351504
2.0,51248
4.0,180160
1.0,116912
0.0,75949
6.0,253568
6.0,274040
6.0,263472
2.0,97200
2.0,109504
9.0,459381
2.0,52032
6.0,261096
8.0,317128
7.0,337632
4.0,190232
4.0,189456
6.0,269160
10.0,466757
10.0,465813
8.0,341160
9.0,436189
9.0,429581
5.0,228472
4.0,137536
4.0,147688
2.0,49744
4.0,196680
5.0,306032
2.0,100072
5.0,297072
1.0,118656
4.0,187648
9.0,460885
2.0,134984
1.0,95768
7.0,321024
8.0,354312
6.0,242704
2.0,53288
4.0,162688
7.0,358256
4.0,216912
4.0,206672
4.0,199248
9.0,471421
8.0,343320
4.0,172704
10.0,489525
7.0,335752
6.0,300528
8.0,360720
8.0,381314
4.0,167984
1.0,115936
9.0,472293
1.0,124952
7.0,315240
6.0,306480
6.0,286864
10.0,487709
2.0,61160
4.0,173648
4.0,201728
10.0,425173
7.0,315752
2.0,120120
4.0,156984
2.0,53952
9.0,445069
8.0,350880
9.0,416205
1.0,83264
10.0,437885
9.0,444125
5.0,229456
1.0,49528
5.0,290528
9.0,441013
10.0,464773
9.0,464357
4.0,185216
1.0,127136
7.0,379882
1.0,45208
9.0,454021
10.0,467709
4.0,219800
8.0,345456
9.0,491949
6.0,257616
